Age,Date,A,B,C,D,E
65,2000-12-17,845.3,,1211.6,,884.3
41,1984-12-06,,301.9,,,
28,1978-01-30,,,527.8,,
31,2009-10-03,,652.8,,1524.7,
48,1992-04-24,649.8,,,,740.3
17,2007-09-26,1048.8,561.4,,,
32,1986-04-11,,,704.6,,720.1
25,2015-07-07,1135.9,,,,
15,1986-07-14,,,,714.1,
36,1999-12-30,885.8,,1041.9,,
29,2003-11-25,813.2,517.7,1133.7,1284.1,
31,2000-11-04,,543.1,1114.8,1137.0,893.2
64,2019-03-13,1134.4,,,,
33,1993-10-03,,408.2,,,
52,1999-12-22,833.7,,,,
55,1978-06-22,,,,,517.8
60,1970-05-22,104.1,149.8,316.2,,431.5
19,1999-01-25,762.7,465.2,1124.0,1041.0,870.6
45,2009-09-28,,,,,950.7
23,1979-08-11,297.4,239.2,520.8,458.0,562.6
63,1998-12-14,842.7,474.3,1033.2,,
38,1994-03-31,,,993.9,,741.3
49,1995-03-06,,419.1,,,814.4
49,1991-08-17,580.5,,913.1,,806.7
38,1978-11-10,313.1,,,,487.4
33,1979-07-06,,,615.4,,
53,1987-09-03,534.6,373.4,803.2,,728.9
61,2001-01-28,789.3,,1201.4,,
46,1976-02-26,,,476.0,362.8,
36,1973-08-03,,,432.0,,482.1
47,1993-06-10,,436.0,908.4,886.5,
60,1998-07-13,831.5,451.1,,,836.2
64,1983-02-19,,279.4,,597.8,
58,2005-09-06,,520.4,,1254.4,
23,2006-12-13,,,,1243.0,888.1
40,1979-05-27,343.0,262.1,505.1,,561.8
41,2001-11-21,,498.5,,,
53,1981-03-14,369.8,291.8,,506.1,
31,2003-03-05,918.4,578.2,,1327.2,
28,1972-09-29,178.2,,373.1,,
40,1993-03-30,,,925.6,904.5,810.0
40,1978-01-03,305.5,,476.2,,
27,1997-10-03,763.2,512.8,1115.9,,762.8
41,1981-05-11,338.3,,,,
62,1978-12-23,,,,,556.9
29,2007-10-31,,625.2,1314.9,,
35,1990-08-05,,384.1,,922.3,677.8
28,1989-03-14,509.0,,827.4,,
19,1981-10-04,,,609.7,,
63,1978-05-18,,251.6,,475.8,548.4
16,1975-09-13,213.6,,,,
66,1994-07-18,,459.1,,,
54,1970-09-06,117.3,,,215.5,391.1
52,1982-02-28,,304.8,,,
58,1989-07-28,560.4,,821.1,,642.0
35,1983-08-20,429.2,,732.3,589.9,553.4
64,1973-03-29,,187.3,411.5,281.8,
31,2005-02-05,,522.1,,,
61,2002-11-10,910.3,,,,
52,1976-03-02,232.8,,426.8,,542.3
31,1975-08-06,,,476.1,,490.0
63,1987-05-21,483.2,,836.1,,694.0
32,2014-05-17,,673.0,1637.7,1543.3,
37,2018-07-29,,693.0,,,
48,2018-07-10,1337.0,676.7,1602.2,,
28,1983-07-14,426.1,,,595.6,552.4
16,2011-05-26,1166.0,,1384.6,,948.8
57,1980-07-09,362.1,,642.9,515.5,
62,2006-05-04,,,1337.3,1454.3,
60,2013-10-13,,667.6,1404.1,,1186.5
63,2007-04-28,965.9,,1431.5,1290.1,890.1
25,2003-01-19,,591.2,,,
64,2007-09-26,,567.7,1341.9,1520.3,1090.8
59,1996-01-29,778.5,465.8,1055.5,1097.4,749.0
27,1988-01-23,526.2,357.7,722.2,838.4,659.8
34,2005-01-17,,507.4,1320.5,1247.7,857.5
67,1985-05-18,503.7,,669.6,742.4,
22,2019-07-15,,777.6,,1921.6,
45,2017-08-11,1220.8,768.3,1515.8,,
36,1982-01-16,,,,,562.7
16,2012-08-25,1121.7,610.1,,,1105.8
31,1975-03-24,,,438.9,352.3,525.6
58,1988-05-23,,,,703.7,
67,1997-03-03,744.6,,1043.3,963.7,
15,1978-03-13,,,576.2,417.3,527.1
46,1999-10-19,862.6,515.6,1145.2,,
47,2016-12-01,,,,1659.1,1143.1
50,1984-02-03,,,,,567.2
24,1995-08-02,758.9,444.9,,938.2,
35,2007-09-26,938.9,575.0,1462.1,,
18,1997-04-22,690.2,,,1140.0,
29,1992-01-06,,386.0,853.8,945.9,747.4
63,1996-08-22,795.2,,996.7,,
32,1992-09-30,,,,952.2,785.1
21,1986-07-05,,345.2,793.3,774.5,622.6
30,1979-09-29,357.3,244.4,,,548.1
66,2003-09-20,,530.6,1227.2,,887.4
54,1985-05-15,,352.6,,747.5,
32,1976-11-06,252.7,209.3,,418.5,511.1
40,2000-04-19,835.1,492.6,,,949.6
61,1977-03-18,275.6,253.3,518.6,,
24,2004-04-04,876.7,,,,
64,1990-02-17,,,775.9,,771.9
23,1984-01-17,,,742.1,,
57,2011-12-07,1049.6,610.2,,,986.1
57,2003-07-31,941.4,518.4,1173.2,1239.8,993.2
66,2014-05-26,1031.0,706.4,1539.0,1544.2,
21,1984-08-29,,,741.2,716.1,
55,1980-02-12,,,524.0,,514.1
66,1981-07-15,397.6,286.8,,534.5,583.0
65,2017-10-29,1286.6,649.9,,1630.9,
60,2010-09-16,1081.1,,,,1133.3
15,1980-04-18,,291.8,617.0,561.1,608.4
34,1989-08-19,,369.5,,817.1,647.6
53,1986-11-09,,335.0,,733.3,
17,2019-11-19,1363.5,,,,
54,1987-05-17,,346.4,,693.2,711.7
49,1978-02-20,,,,,538.2
65,2012-08-18,1143.9,702.9,1596.4,1393.7,
41,1991-09-23,614.6,,,,715.8
36,2020-09-19,,,1740.3,1641.5,
27,2012-01-17,1092.9,,,,988.6
35,1988-07-26,493.2,383.4,,744.6,750.0
50,2007-06-28,,,1216.4,1407.3,1010.8
60,2008-07-26,926.0,596.8,,1492.3,
29,1988-07-30,582.6,346.9,,,638.8
51,2019-10-14,1244.3,784.1,,,
41,1998-01-16,738.1,,995.5,992.0,
24,1976-12-20,,248.0,,,
27,2003-11-22,910.5,585.7,,,
18,2001-12-15,,483.5,1255.6,1101.7,940.2
32,1998-04-12,,,1058.7,1149.5,
39,1984-08-16,,336.3,,669.1,630.4
36,1996-10-12,,422.9,,1007.0,870.3
52,1976-03-26,240.0,221.3,500.9,381.7,
66,1995-08-17,713.9,,1102.2,,772.8
23,1988-07-21,,401.4,,859.5,753.0
53,2018-12-12,,,,1794.6,
43,2003-12-03,,,,,936.5
61,2020-12-15,1229.8,,1712.6,1955.0,1276.7
23,2020-08-24,1343.4,,,,1211.0
55,1997-03-30,689.4,461.9,1067.2,,
43,2019-12-10,1356.8,688.1,1641.0,1863.9,1072.6
34,1987-10-06,555.6,,,711.1,
19,2006-07-11,,,1299.6,,
25,2008-07-27,,,1240.1,1355.4,1043.2
66,1978-08-03,,271.1,539.1,462.9,
27,2012-02-21,1050.3,,1376.4,,1086.6
67,1973-09-12,,,420.1,320.6,426.1
64,1973-12-20,,,,346.0,
20,1990-07-01,,,794.3,,730.3
28,1981-11-04,,,,,600.4
46,1980-10-17,349.8,,,529.4,
65,1975-04-10,244.7,213.2,,399.8,
54,2015-03-30,,,,,1073.7
19,1988-09-26,,,774.0,833.0,655.5
59,1987-12-20,,396.3,726.6,,
22,1991-10-24,,409.3,876.4,,783.2
37,2012-11-15,1122.1,,,1418.9,
42,2006-10-30,948.7,589.2,1211.4,,
40,1973-05-20,,,,311.8,443.9
43,1975-05-23,247.4,200.2,,349.5,
53,1988-06-24,,,,,697.3
57,2017-02-16,,,1647.5,1703.3,1120.7
29,1982-08-01,,,,610.1,546.2
20,1994-07-23,,401.0,,960.6,
62,2018-10-08,1278.0,739.6,1496.8,,
44,2003-01-20,919.4,,,1235.5,830.5
22,2012-01-13,1149.5,649.7,1333.1,1581.9,1017.4
50,1984-12-27,,,,704.7,
51,2019-06-16,1342.4,,1780.9,,1143.9
61,1976-04-28,,242.7,460.1,,
39,1974-08-24,215.5,,,,
64,1976-12-24,,,455.7,,481.1
57,1992-03-21,644.9,,,,731.1
64,2016-11-25,1208.9,722.1,1719.6,,
31,2009-03-19,951.7,551.3,1440.2,1523.7,
46,1986-11-04,512.2,,761.2,795.8,
35,1974-11-05,,205.7,,367.1,507.8
40,1985-12-05,491.5,,,735.0,
17,2011-03-05,1102.0,667.1,1546.0,,
29,2001-05-03,854.2,,1051.1,1141.0,
22,1982-06-26,,293.9,581.7,594.8,
56,1970-11-14,,169.0,316.6,,
20,1981-10-17,366.0,,580.2,573.1,
33,2014-06-01,,,1496.3,1702.0,
22,1988-12-14,,387.3,791.4,,
67,2019-09-16,,726.5,1582.8,,
57,1996-01-08,,,976.1,,736.9
63,2011-04-29,,590.8,1510.3,1433.2,1108.0
27,2001-03-25,847.3,,,1063.8,
43,1986-01-28,435.9,,694.0,,654.6
56,1976-07-01,252.1,242.4,,,
28,1970-11-09,125.4,,298.0,,440.9
66,1976-07-16,,,,415.2,
50,1991-10-05,,445.6,,817.0,
34,1982-06-12,424.2,,,600.6,653.0
39,1976-06-08,,,,380.5,
51,1978-05-25,309.7,264.8,565.0,,
40,2008-11-06,,587.4,,,
51,2012-07-30,,,1570.9,1659.6,965.6
17,2012-11-25,,,,1693.5,
15,1971-02-01,,177.7,,243.2,
33,2013-02-10,,,,,1147.1
62,1980-03-24,,,,551.2,521.4
59,1978-08-09,,,,,492.0
29,1975-04-11,,,,388.3,
59,2000-02-08,,503.8,,,
23,2002-10-17,785.6,,,,939.8
45,1999-04-06,767.3,,1050.6,,
61,1988-12-28,565.2,388.0,891.9,,
40,1999-09-25,,483.3,,,869.4
46,1984-04-30,,,,,626.3
66,2004-02-25,896.0,506.4,1178.4,1195.4,
26,1987-08-17,,364.2,807.5,701.9,
16,2008-02-14,921.7,,1331.1,1455.7,901.1
29,1989-10-12,,,,,696.7
19,1990-07-05,530.8,389.1,937.5,872.2,756.3
62,2003-07-31,893.3,518.1,,1204.5,876.0
42,1974-06-12,,,,,489.4
43,1994-06-01,,,951.9,965.0,735.8
19,1985-07-28,491.1,351.8,750.9,,591.5
63,1981-05-01,,259.8,,,
57,1991-10-27,,405.1,918.8,,
51,1984-06-15,,336.0,684.0,611.0,688.4
56,1983-10-30,,338.1,702.9,650.2,598.0
25,1995-09-25,673.2,417.4,,,
22,2001-11-11,766.4,511.2,1268.9,1127.4,
22,1981-04-25,,267.5,,,597.2
48,1999-07-04,810.9,,,1105.9,823.1
59,2001-02-05,871.9,565.1,,,
30,1983-01-21,,,,609.2,639.2
62,2019-02-25,,664.7,1680.1,,
52,2017-12-17,1134.7,770.5,1520.4,,
47,1997-07-27,,,,,907.5
15,1975-04-08,,,403.7,,473.3
48,2006-10-29,1026.3,567.1,1232.4,1444.4,
59,2019-01-30,1337.8,,1782.4,1580.7,1251.7
38,2008-12-29,1060.3,,,,1021.6
35,1996-11-07,719.9,511.5,,,804.0
29,1998-08-02,801.6,,1061.7,,
50,2004-02-07,881.6,,1351.5,,
66,2006-05-30,966.0,,,,1062.9
26,2018-05-19,1159.2,750.9,1683.2,1791.1,
52,1994-07-29,696.7,408.7,925.5,943.4,750.4
63,1980-01-20,335.8,292.9,,,
60,1979-10-30,,263.0,596.3,483.2,
58,2016-08-19,1161.7,,1506.5,1775.2,1095.9
60,1989-09-01,,,828.2,,
51,1996-03-09,,,,,816.3
22,1980-02-26,313.2,294.5,,,
64,2001-07-18,790.5,,,,
37,2004-02-29,,,1211.0,,907.7
23,1993-11-28,,,,1033.8,
65,1998-11-26,727.7,480.9,1071.0,1182.9,
46,1983-10-01,459.0,,,615.2,
67,2014-05-07,1246.0,725.3,,,
48,1990-12-13,644.0,,869.9,,677.9
18,2002-06-23,,,,1120.4,953.5
39,2012-03-10,,,1381.1,1420.4,
16,2012-04-06,1020.7,,,,
42,1988-04-25,,368.7,,,693.1
58,1980-11-21,,,,568.4,
16,1998-08-31,830.1,454.7,,,914.6
64,1981-01-29,347.8,,558.8,501.7,
14,1988-10-12,,,785.8,727.1,
54,1999-03-02,714.3,,,1191.9,785.3
24,1982-11-08,,,634.4,573.8,
34,2008-10-16,1049.1,546.6,1443.0,,
24,1998-06-06,,473.6,,,820.1
26,2006-04-26,981.7,,1295.2,,
17,1971-06-01,135.0,154.5,305.9,258.1,429.2
23,2001-08-17,,478.4,1106.1,1213.0,
36,2014-02-07,1136.5,675.4,,1464.1,1069.5
27,1999-07-17,744.4,,,1112.4,
27,2003-11-26,848.2,494.7,,1252.4,
15,2004-07-24,,,1354.8,,
61,2010-01-09,1050.4,,1504.3,1438.8,1041.6
60,1973-07-06,,,367.8,300.6,
39,2001-06-27,909.5,,1075.3,,859.1
31,2001-11-01,838.3,,1229.3,,981.1
67,1994-03-08,,,920.0,919.1,812.4
65,1985-01-03,,,769.6,628.0,641.8
49,2002-02-10,,567.0,,,
42,1989-06-30,569.5,383.6,875.5,746.6,
67,1984-03-08,,322.1,,,
35,1985-02-24,433.1,,697.8,,668.6
40,2016-01-27,1199.9,754.4,,,1143.7
41,2006-10-21,,,1391.5,,
47,1985-10-07,508.4,,755.8,,590.3
64,2020-01-14,1311.4,,,1900.5,
22,2012-08-20,,,1458.4,1629.6,1017.4
23,1970-02-04,108.6,,,,401.8
33,2012-07-07,1168.0,,,1594.0,1132.8
23,1981-09-05,381.4,,633.3,549.6,
20,1973-03-04,165.7,,,,413.1
60,2015-01-22,1225.0,,,,1047.7
51,1995-06-06,679.2,489.8,,,
23,1985-05-28,,344.1,,616.7,587.2
66,1977-02-18,272.9,,472.0,,
66,1990-04-17,572.9,390.5,836.0,,721.8
56,1982-03-27,362.0,311.2,623.9,617.4,579.7
61,1974-09-26,,,,356.2,428.2
55,1985-03-22,484.8,335.7,719.9,727.8,
46,1976-04-16,261.3,237.8,427.2,,503.7
61,1982-02-25,416.3,,602.0,596.8,
50,2014-12-29,,,,,1017.5
23,2004-07-23,,,1236.8,,967.6
38,1996-02-29,747.1,432.0,,,790.5
20,1998-07-14,824.2,,,999.9,
67,2003-07-09,,592.6,,1262.1,
39,1996-10-02,,,,,755.4
40,1976-05-13,242.6,,,371.5,529.0
44,1984-12-10,,,757.5,,617.8
50,1999-08-28,,541.7,,,
31,1970-01-25,95.6,163.9,,193.6,
64,1974-03-25,194.0,,,339.8,427.2
22,2016-07-30,1308.1,631.2,,,1133.0
54,1985-08-01,446.0,,,,663.1
23,1990-03-16,589.4,,836.0,,
36,2012-08-17,,,,,1071.0
42,1970-06-05,,170.4,,,
46,1998-07-14,,,,,790.2
33,1971-03-31,,,303.0,229.7,381.5
17,2002-04-18,944.4,576.6,1141.7,1206.4,845.7
14,1985-04-12,,,756.0,,
44,2004-02-04,,519.6,1335.7,1363.6,882.5
28,2008-12-18,,653.7,1435.2,,
18,1988-05-25,,360.7,811.9,806.3,
56,1990-11-18,,358.8,859.7,,674.3
27,1975-04-04,,194.8,,,
19,1998-03-30,766.7,470.4,1064.1,1119.0,
28,1987-11-11,489.6,361.1,713.8,,
32,1997-04-02,,486.7,975.8,,
14,1981-08-25,370.0,263.1,665.6,585.5,
20,2001-09-08,,,1110.4,,817.7
20,1998-12-23,,,1061.7,1101.2,
19,1995-01-17,,461.8,923.7,1081.4,
40,1976-08-15,240.8,229.4,,,
46,1979-08-28,,,534.3,534.8,547.0
36,1971-10-23,138.2,167.6,,279.9,
34,1986-01-09,457.0,313.9,803.8,,654.0
49,2013-07-21,1045.6,603.2,,1454.6,1060.4
22,2011-01-27,1087.3,665.5,1324.9,1577.3,1066.5
58,2014-11-09,1209.5,,,1639.2,1032.0
67,1970-04-18,100.6,,298.2,,
66,2010-01-14,992.3,,,,
16,1979-09-14,,,540.7,477.3,
35,2009-12-16,,,,1556.3,993.3
27,1985-03-09,442.9,,662.9,633.3,
24,1997-02-15,,,,,817.9
19,2008-11-27,,576.7,,,
52,2010-06-30,1060.3,,1444.2,1491.5,967.0
22,2001-12-04,887.0,499.6,,1239.9,888.1
64,1998-10-08,,516.4,1190.0,1079.3,
63,2015-09-30,,,1624.9,1711.4,
18,1986-12-26,,362.5,787.2,,630.0
14,1982-05-25,,,586.0,628.9,648.0
32,1971-05-20,132.8,152.0,,,458.6
45,1982-09-05,411.7,288.6,615.4,629.1,640.7
48,1979-01-25,,263.6,,,
65,2003-01-17,906.7,,,,928.3
52,1993-02-02,681.4,,,,786.1
29,1981-10-27,381.7,,639.4,603.2,592.7
24,1998-08-29,,,1145.9,,
17,2009-10-29,968.0,586.4,1267.2,,
59,2010-05-13,1021.1,686.5,,,1108.0
39,2019-03-04,1317.0,,1499.7,,
48,2007-11-08,959.8,,,,
23,1994-03-04,692.1,,950.0,1027.1,729.5
15,2020-06-03,1291.6,800.8,1561.1,1667.7,
21,1975-05-19,,,409.4,,
49,1988-06-03,526.3,358.4,,824.1,
43,1999-06-23,,512.7,1109.8,,
16,2013-01-25,,,1544.6,,1062.4
49,1975-11-17,222.6,,,366.6,
16,1998-02-22,,,,998.0,908.9
66,2004-10-24,,,,1216.6,
38,2003-10-17,,595.7,,1288.9,
62,2002-01-21,888.2,,,,926.2
55,1984-01-14,438.5,297.9,675.6,,632.9
19,2000-10-19,,538.2,1146.6,1053.7,893.2
29,1992-07-18,,,969.2,,703.4
17,1978-11-28,,233.6,497.6,,498.8
58,2011-04-23,,,1323.8,,
53,2015-07-28,1151.2,,1643.3,,
60,1988-12-05,575.8,338.9,879.5,804.2,635.6
44,1985-08-09,,,,716.8,643.4
57,1994-11-11,,,1062.5,,
14,2015-01-24,1169.2,668.3,1626.3,1481.8,
51,1997-03-26,794.9,460.8,,,790.9
57,1987-07-28,509.6,,728.8,,629.2
58,1974-02-20,,,395.1,,
36,1992-06-28,646.1,,,,
41,2015-09-25,1193.6,715.3,1426.4,,1021.7
27,2019-04-02,1217.5,699.8,,1912.0,
15,1999-04-04,,,,1015.0,
49,2016-10-18,,664.4,1469.1,1758.7,
44,1975-12-21,,,438.2,,
20,1981-07-26,,292.7,589.4,568.5,
51,1984-05-17,,350.7,,,
48,1978-06-04,272.1,262.9,,,
16,2017-04-23,1150.1,,1600.9,1612.6,1064.6
32,2019-05-29,1374.4,,,1687.1,1211.6
55,1985-12-27,,312.7,721.2,682.3,
54,1982-02-23,,,676.8,,562.6
19,2010-07-07,,,1448.8,,
17,1993-09-13,,463.8,,1029.9,707.7
52,1982-05-31,,,632.1,588.9,571.0
36,1998-01-07,827.5,513.8,,1147.6,861.2
48,2018-08-17,1168.5,768.2,,,1160.6
36,1990-09-25,,366.1,857.1,,665.9
26,1995-06-09,718.1,422.3,921.6,,792.9
19,2000-10-11,,,,,798.9
36,1978-12-10,330.9,,519.1,,
61,1978-10-19,313.4,241.1,578.5,,
50,2006-12-14,,632.1,,,975.7
27,1996-10-03,768.8,,1048.2,946.3,788.9
26,1993-11-20,677.5,,,,
51,2008-11-19,921.3,,,,1044.3
41,2008-09-13,974.1,552.3,1441.2,1548.0,
50,1983-08-16,410.4,,,,588.1
34,1983-08-17,462.0,293.1,733.5,,
39,2018-06-16,,699.2,1768.9,,
67,1997-02-18,,,,,847.5
59,2009-08-25,,,1251.7,,
56,1977-12-16,299.5,,476.3,,
57,1989-01-15,528.3,,,,
45,1997-02-10,,,,,876.9
19,1972-01-30,,,354.5,,442.4
15,1976-07-31,,,511.9,436.6,528.9
33,1988-02-02,,,,814.2,739.1
18,1979-09-30,316.1,249.3,612.3,,
38,1987-01-17,,,,,634.5
41,1993-02-02,579.8,449.2,,981.9,692.9
67,1973-09-25,,175.4,,287.2,
27,1992-01-24,673.0,421.5,938.8,,708.1
38,2000-09-27,861.8,514.0,1031.0,,812.8
27,2002-12-11,920.8,567.9,1212.8,,
22,2019-06-02,1343.1,745.7,,,
35,1993-03-05,594.9,,,,
29,1983-12-10,452.1,325.7,,675.3,605.3
37,1992-07-07,610.4,416.8,,,764.7
56,1986-07-21,480.3,332.5,,760.8,640.9
50,1978-09-23,295.5,233.5,551.7,,
62,1993-04-18,648.4,438.3,,,716.7
25,1976-07-05,272.9,,,,455.4
64,2017-06-16,,,1754.1,,
30,2005-07-06,,520.4,1351.8,1304.2,
58,1976-03-16,221.6,220.9,468.9,371.3,
38,2005-12-18,1026.5,,,,
18,2015-10-03,,718.2,1581.4,1665.6,
41,1984-02-19,,,663.8,645.9,642.7
62,1989-02-24,,,800.9,,644.9
43,1975-01-05,,211.4,,365.7,508.0
26,2014-05-07,1098.1,,,1578.8,1187.6
31,2000-04-14,740.3,481.4,1212.5,,
44,2002-02-06,806.5,570.6,1259.7,,969.7
61,1994-05-20,,458.7,,1040.1,839.0
41,1980-12-14,372.1,,593.8,,607.8
26,1978-10-25,307.3,261.7,551.7,501.8,
34,2000-07-06,754.3,,1139.3,,
45,2012-02-27,989.1,,,,1036.0
52,2004-08-17,883.6,,,,1002.3
36,1990-04-26,,371.9,890.5,,
58,1985-10-13,,,,,590.4
59,2003-06-06,874.0,528.1,1125.3,,883.5
45,2018-01-19,1326.4,,,1769.6,1180.1
55,2006-12-03,872.5,,1320.8,1384.2,
26,1991-06-26,567.1,,,,
49,1997-01-11,798.5,498.9,1133.0,,
22,1983-10-06,391.8,,618.6,,
24,1977-04-19,,255.3,,,
43,2003-06-29,,595.2,,1251.7,
37,2014-11-21,,,,1744.5,1048.0
38,1995-05-06,,,,,777.5
60,1980-07-18,369.7,276.6,635.8,520.5,552.9
15,1972-08-30,,,360.4,,
36,1985-12-01,474.5,,673.2,697.8,637.4
19,1979-04-02,,253.5,568.4,,599.0
27,1989-12-05,539.7,,,,
22,1984-07-17,,314.9,682.6,,
17,1976-03-18,222.7,208.8,,429.8,
14,2016-12-28,1220.8,729.5,1743.0,1584.2,1237.5
34,2011-05-05,992.2,,1557.8,,
67,1979-08-04,335.3,,584.7,,
32,1973-11-26,,,,315.7,491.5
26,1984-04-16,418.2,,,594.7,566.8
59,1973-08-08,,191.2,416.7,297.7,
65,2006-09-26,,636.4,,,914.2
47,2000-11-30,,556.5,,,
32,2006-06-28,,538.8,1294.1,,933.6
25,2008-10-12,,628.5,,1478.9,1096.4
48,1983-06-11,,,,,611.8
63,2001-03-01,,477.5,1226.4,1170.3,
51,1971-08-30,138.2,,,239.2,
53,2015-03-24,,664.5,,,
39,2008-10-03,,635.1,,,
20,2020-09-16,1183.0,,1645.1,,
22,2020-10-07,,682.3,1686.0,,
19,2001-05-03,,567.2,,1181.7,
50,1996-08-24,756.9,461.7,1096.9,,757.2
47,1970-11-07,111.3,,293.9,,
66,2005-02-20,954.1,,,1241.3,993.8
51,1989-08-01,605.7,417.9,,850.9,
59,1994-01-12,,461.9,,,
27,1985-05-04,453.9,,,637.9,627.6
36,1975-10-03,,212.6,430.2,353.4,532.7
67,1987-01-29,,318.1,,,
54,1970-06-27,113.5,149.2,286.6,,
66,1993-07-28,628.6,422.8,870.3,900.0,834.2
49,1973-04-16,,202.8,,302.2,466.4
58,1971-01-22,118.1,,,254.6,398.1
26,1993-05-07,643.6,405.1,,,
44,1974-08-25,,,448.5,,
61,2005-02-07,,547.2,,1233.5,953.4
14,1988-11-03,,346.7,852.7,,628.2
51,1971-11-29,,158.1,342.4,,
34,1990-02-08,611.1,397.7,,,712.6
36,1998-09-05,,,,1118.1,906.1
39,1982-08-11,,284.0,,651.4,
49,1986-09-30,466.9,,,665.1,706.3
55,1998-01-28,700.7,435.6,1081.9,,
30,1998-12-08,,528.8,,1101.9,
50,1975-11-30,,215.4,496.5,,455.4
40,2002-02-15,,553.5,1117.7,1204.5,908.4
54,1998-05-22,,477.9,1162.0,1003.8,
21,2006-08-30,,608.2,1234.1,,
44,2007-05-19,,,,1453.2,1013.3
42,2014-11-24,1166.6,628.8,,,
27,1997-11-05,,,1115.3,,783.3
14,1970-05-31,,,,,370.7
63,1984-05-18,462.8,,,705.9,
46,2012-08-11,,,1404.9,,1112.8
47,2000-10-27,881.7,531.8,,,902.4
40,1993-07-07,,,,,698.0
63,1976-04-13,,,,397.4,
43,1999-09-08,,508.5,,1208.1,883.2
37,2016-04-22,1283.4,,,1659.7,1224.7
21,1979-05-06,347.5,258.4,,,
40,1971-12-05,148.2,171.4,338.2,238.0,
64,1972-12-15,,188.1,398.8,,482.5
27,1996-12-01,783.3,,967.1,,
45,2007-02-13,956.5,630.6,,,997.4
20,2014-04-11,,,,1594.1,1071.6
21,1998-02-04,749.2,499.1,1116.8,,913.7
47,1986-02-06,,,741.2,768.8,676.5
60,2017-04-26,,727.2,1646.0,,1124.3
67,1999-02-08,,,1109.9,,
40,1976-03-21,250.5,225.4,,,545.1
19,1985-01-16,465.5,295.5,754.8,,632.9
67,1998-09-04,,,1011.6,1199.4,921.6
58,1997-01-23,669.9,,1054.8,1000.9,897.7
36,1982-06-21,,,701.7,626.4,
31,1990-02-19,,,,,647.6
45,1983-02-26,421.7,278.1,,,
43,1998-01-31,,447.7,,,818.8
16,1974-10-18,,204.5,,379.4,483.6
33,1993-07-04,686.9,439.8,875.5,957.0,801.1
46,1972-06-27,,184.7,,,
55,2019-02-13,1150.3,,1556.4,1761.4,
65,1996-12-17,,474.2,,1062.3,767.0
59,1984-03-18,456.2,,,599.9,
47,2019-04-24,,798.5,,,1126.8
51,1987-05-25,,,816.8,,647.7
30,2009-03-13,1022.1,,,,
53,1988-03-29,,395.1,880.7,828.5,627.8
65,1989-07-24,569.5,409.1,,,
55,2020-01-21,,,1586.4,,1111.1
42,2020-12-03,1284.6,,,1852.2,
22,1971-06-15,,172.3,362.0,252.4,445.8
53,1976-11-23,,244.7,461.5,,
22,2019-12-19,,727.0,1672.5,,1140.3
54,2015-02-22,,721.3,,,
34,1989-07-17,576.1,414.5,,,677.3
46,1976-04-06,,244.8,446.8,360.4,495.8
41,2004-03-25,,,,,959.8
43,1979-06-19,293.8,,614.8,541.2,494.7
32,1972-03-08,,158.8,355.9,250.7,407.1
42,2005-03-19,,,1192.5,,1007.7
25,1988-12-18,565.7,,853.3,770.4,744.1
47,1996-05-29,734.3,,945.6,1052.1,815.7
59,1992-10-24,,,1006.0,,
14,1998-10-01,,479.3,,1053.9,
14,1998-06-10,699.7,475.2,1114.7,1147.4,
62,2000-05-26,,,,1122.7,821.5
35,1992-12-06,658.6,407.2,,,763.0
31,2001-10-04,838.0,,1139.1,1143.1,848.4
28,1998-08-21,804.7,,,,826.3
59,1987-12-29,573.7,,,723.7,
16,1973-11-25,202.6,,375.4,300.8,464.2
65,1972-07-27,152.0,,,294.5,
33,2020-12-07,1190.3,,,1713.4,1166.9
55,2019-02-11,,759.0,,1650.3,
46,2017-11-16,,,1527.7,,
54,2018-06-14,1226.0,,1632.9,1839.5,1233.5
41,1984-09-03,,342.1,689.2,,647.0
54,1973-07-12,,189.5,383.3,,
36,1977-06-21,,,,,493.4
39,2002-12-27,,,1225.3,,850.4
43,1999-08-21,,,1006.5,,814.2
37,2008-02-01,916.8,601.1,,1492.0,
44,1986-04-23,487.9,366.2,701.3,,
56,1992-09-07,574.2,,1013.1,896.6,
62,2000-04-16,751.5,,1144.7,,
64,1981-11-05,400.4,,,,
51,2015-12-11,,,1657.0,,
63,2014-08-09,,684.7,1577.0,,
18,1989-11-28,560.1,379.3,770.9,,687.5
33,2011-12-11,,635.9,1506.3,1530.8,1122.9
25,2001-09-25,,,1072.8,,
55,1996-10-24,,508.9,,1055.1,
24,1978-09-01,,,,,546.5
41,1971-04-02,126.2,,307.8,,422.0
34,1998-04-07,691.4,511.1,,,859.1
36,2000-08-22,829.0,485.8,,1265.8,864.9
61,1993-03-02,583.6,,,,692.9
61,1979-08-21,294.5,,,482.1,
36,2008-12-09,,,,,1001.9
57,1975-03-14,221.9,,461.4,,490.4
62,1977-10-12,,,466.7,464.5,574.2
48,1996-02-09,,501.6,,1110.1,862.4
53,1996-03-30,,,,1058.7,846.2
46,2004-10-17,,516.4,,,935.6
30,2016-09-13,1154.1,,,,
26,1985-09-23,,,,700.2,
50,2014-08-01,,,1607.3,,
41,1981-08-18,,,631.6,,608.6
36,1995-12-14,,459.4,,957.8,841.8
34,2018-05-06,,726.1,,,1107.1
53,2018-10-03,1274.7,772.1,,,
43,1975-10-31,,,,351.6,
